# Frequency (cm-1), IR Intensity (km/mol), Raman Intensity (A2/amu)
2.152905383930793050e+03,7.732903247323502649e-02,6.320507662105989688e-02
2.153275567199159923e+03,7.725371279923010093e-02,6.314210690014447624e-02
2.153645750467526796e+03,7.717850770244259750e-02,6.307924741224694987e-02
2.154015933735893668e+03,7.710341694540777391e-02,6.301649791545094192e-02
2.154386117004260086e+03,7.702844029129050918e-02,6.295385816855973704e-02
2.154756300272626959e+03,7.695357750388290285e-02,6.289132793109353248e-02
2.155126483540993831e+03,7.687882834760280393e-02,6.282890696328738422e-02
2.155496666809360704e+03,7.680419258749136835e-02,6.276659502608836205e-02
2.155866850077727577e+03,7.672966998921133819e-02,6.270439188115321805e-02
2.156237033346094449e+03,7.665526031904464077e-02,6.264229729084580534e-02
2.156607216614461322e+03,7.658096334389090376e-02,6.258031101823467723e-02
2.156977399882828195e+03,7.650677883126513756e-02,6.251843282709060312e-02
2.157347583151195067e+03,7.643270654929579244e-02,6.245666248188414676e-02
2.157717766419561940e+03,7.635874626672296828e-02,6.239499974778318914e-02
2.158087949687928813e+03,7.628489775289622188e-02,6.233344439065052756e-02
2.158458132956295685e+03,7.621116077777277675e-02,6.227199617704140544e-02
2.158828316224662558e+03,7.613753511191548307e-02,6.221065487420125717e-02
2.159198499493028976e+03,7.606402052649101353e-02,6.214942025006316151e-02
2.159568682761395849e+03,7.599061679326768459e-02,6.208829207324532973e-02
2.159938866029762721e+03,7.591732368461373559e-02,6.202727011304916271e-02
2.160309049298129594e+03,7.584414097349549688e-02,6.196635413945646154e-02
2.160679232566496466e+03,7.577106843347521103e-02,6.190554392312727638e-02
2.161049415834863339e+03,7.569810583870929810e-02,6.184483923539751266e-02
2.161419599103230212e+03,7.562525296394641272e-02,6.178423984827656479e-02
2.161789782371597084e+03,7.555250958452565391e-02,6.172374553444504724e-02
2.162159965639963957e+03,7.547987547637445560e-02,6.166335606725246304e-02
2.162530148908330830e+03,7.540735041600706012e-02,6.160307122071487923e-02
2.162900332176697702e+03,7.533493418052221446e-02,6.154289076951254683e-02
2.163270515445064575e+03,7.526262654760167148e-02,6.148281448898783308e-02
2.163640698713430993e+03,7.519042729550835802e-02,6.142284215514279277e-02
2.164010881981797866e+03,7.511833620308401571e-02,6.136297354463671888e-02
2.164381065250164738e+03,7.504635304974810461e-02,6.130320843478433840e-02
2.164751248518531611e+03,7.497447761549538847e-02,6.124354660355314783e-02
2.165121431786898484e+03,7.490270968089440817e-02,6.118398782956142173e-02
2.165491615055265356e+03,7.483104902708541395e-02,6.112453189207582571e-02
2.165861798323632229e+03,7.475949543577903311e-02,6.106517857100930702e-02
2.166231981591999102e+03,7.468804868925382756e-02,6.100592764691879083e-02
2.166602164860365974e+03,7.461670857035500315e-02,6.094677890100305001e-02
2.166972348128732847e+03,7.454547486249234189e-02,6.088773211510045691e-02
2.167342531397099719e+03,7.447434734963856440e-02,6.082878707168688087e-02
2.167712714665466592e+03,7.440332581632747022e-02,6.076994355387341229e-02
2.168082897933833465e+03,7.433241004765218929e-02,6.071120134540424623e-02
2.168453081202199883e+03,7.426159982926350267e-02,6.065256023065456609e-02
2.168823264470566755e+03,7.419089494736777479e-02,6.059401999462819127e-02
2.169193447738933628e+03,7.412029518872560729e-02,6.053558042295579394e-02
2.169563631007300501e+03,7.404980034065002104e-02,6.047724130189245650e-02
2.169933814275667373e+03,7.397941019100429116e-02,6.041900241831572871e-02
2.170303997544034246e+03,7.390912452820096179e-02,6.036086355972340722e-02
2.170674180812401119e+03,7.383894314119926472e-02,6.030282451423144702e-02
2.171044364080767991e+03,7.376886581950418964e-02,6.024488507057197684e-02
2.171414547349134864e+03,7.369889235316418041e-02,6.018704501809107182e-02
2.171784730617501737e+03,7.362902253276974729e-02,6.012930414674675511e-02
2.172154913885868609e+03,7.355925614945173219e-02,6.007166224710686758e-02
2.172525097154235482e+03,7.348959299487949071e-02,6.001411911034711111e-02
2.172895280422602355e+03,7.342003286125928230e-02,5.995667452824888360e-02
2.173265463690968772e+03,7.335057554133281310e-02,5.989932829319737778e-02
2.173635646959335645e+03,7.328122082837486284e-02,5.984208019817920804e-02
2.174005830227702518e+03,7.321196851619250767e-02,5.978493003678089779e-02
2.174376013496069390e+03,7.314281839912289973e-02,5.972787760318648553e-02
2.174746196764436263e+03,7.307377027203175446e-02,5.967092269217558892e-02
2.175116380032803136e+03,7.300482393031171302e-02,5.961406509912152429e-02
2.175486563301170008e+03,7.293597916988063534e-02,5.955730461998911401e-02
2.175856746569536881e+03,7.286723578718008743e-02,5.950064105133289621e-02
2.176226929837903754e+03,7.279859357917359275e-02,5.944407419029500844e-02
2.176597113106270626e+03,7.273005234334503633e-02,5.938760383460331416e-02
2.176967296374637499e+03,7.266161187769706875e-02,5.933122978256939739e-02
2.177337479643004372e+03,7.259327198074951026e-02,5.927495183308657128e-02
2.177707662911370790e+03,7.252503245153774092e-02,5.921876978562807398e-02
2.178077846179737662e+03,7.245689308961085484e-02,5.916268344024484122e-02
2.178448029448104535e+03,7.238885369503048062e-02,5.910669259756395899e-02
2.178818212716471407e+03,7.232091406836900493e-02,5.905079705878648472e-02
2.179188395984838280e+03,7.225307401070781010e-02,5.899499662568560843e-02
2.179558579253205153e+03,7.218533332363609445e-02,5.893929110060473070e-02
2.179928762521572025e+03,7.211769180924881839e-02,5.888368028645558222e-02
2.180298945789938898e+03,7.205014927014556647e-02,5.882816398671632946e-02
2.180669129058305771e+03,7.198270550942870161e-02,5.877274200542976362e-02
2.181039312326672643e+03,7.191536033070189404e-02,5.871741414720120511e-02
2.181409495595039516e+03,7.184811353806876133e-02,5.866218021719692144e-02
2.181779678863406389e+03,7.178096493613088380e-02,5.860704002114207334e-02
2.182149862131773261e+03,7.171391432998673598e-02,5.855199336531894533e-02
2.182520045400139679e+03,7.164696152522995187e-02,5.849704005656512079e-02
2.182890228668506552e+03,7.158010632794757633e-02,5.844217990227146969e-02
2.183260411936873425e+03,7.151334854471899649e-02,5.838741271038059427e-02
2.183630595205240297e+03,7.144668798261413767e-02,5.833273828938484451e-02
2.184000778473607170e+03,7.138012444919199229e-02,5.827815644832451403e-02
2.184370961741974043e+03,7.131365775249906558e-02,5.822366699678604984e-02
2.184741145010340915e+03,7.124728770106804332e-02,5.816926974490026908e-02
2.185111328278707788e+03,7.118101410391614037e-02,5.811496450334051322e-02
2.185481511547074660e+03,7.111483677054371288e-02,5.806075108332098278e-02
2.185851694815441533e+03,7.104875551093263464e-02,5.800662929659482214e-02
2.186221878083808406e+03,7.098277013554504800e-02,5.795259895545239875e-02
2.186592061352175278e+03,7.091688045532168472e-02,5.789865987271958919e-02
2.186962244620541696e+03,7.085108628168043654e-02,5.784481186175607220e-02
2.187332427888908569e+03,7.078538742651493965e-02,5.779105473645318458e-02
2.187702611157275442e+03,7.071978370219313137e-02,5.773738831123282483e-02
2.188072794425642314e+03,7.065427492155582079e-02,5.768381240104523966e-02
2.188442977694009187e+03,7.058886089791512053e-02,5.763032682136746271e-02
2.188813160962376060e+03,7.052354144505312838e-02,5.757693138820153128e-02
2.189183344230742932e+03,7.045831637722038687e-02,5.752362591807289732e-02
2.189553527499109805e+03,7.039318550913460648e-02,5.747041022802855392e-02
2.189923710767476678e+03,7.032814865597909748e-02,5.741728413563549488e-02
2.190293894035843550e+03,7.026320563340131276e-02,5.736424745897886895e-02
2.190664077304210423e+03,7.019835625751170982e-02,5.731130001666043250e-02
2.191034260572577296e+03,7.013360034488191896e-02,5.725844162779678004e-02
2.191404443840944168e+03,7.006893771254375791e-02,5.720567211201770669e-02
2.191774627109310586e+03,7.000436817798763589e-02,5.715299128946463303e-02
2.192144810377677459e+03,6.993989155916088829e-02,5.710039898078864140e-02
2.192514993646044331e+03,6.987550767446704114e-02,5.704789500714921302e-02
2.192885176914411204e+03,6.981121634276385435e-02,5.699547919021231285e-02
2.193255360182778077e+03,6.974701738336214207e-02,5.694315135214893936e-02
2.193625543451144949e+03,6.968291061602442660e-02,5.689091131563329268e-02
2.193995726719511822e+03,6.961889586096357829e-02,5.683875890384131740e-02
2.194365909987878695e+03,6.955497293884133070e-02,5.678669394044899565e-02
2.194736093256245567e+03,6.949114167076700377e-02,5.673471624963076498e-02
2.195106276524612440e+03,6.942740187829622711e-02,5.668282565605788775e-02
2.195476459792979313e+03,6.936375338342937180e-02,5.663102198489688988e-02
2.195846643061346185e+03,6.930019600861046791e-02,5.657930506180795099e-02
2.196216826329713058e+03,6.923672957672567796e-02,5.652767471294327384e-02
2.196587009598079476e+03,6.917335391110210341e-02,5.647613076494565482e-02
2.196957192866446348e+03,6.911006883550616098e-02,5.642467304494658970e-02
2.197327376134813221e+03,6.904687417414258344e-02,5.637330138056509399e-02
2.197697559403180094e+03,6.898376975165305958e-02,5.632201559990589190e-02
2.198067742671546966e+03,6.892075539311477705e-02,5.627081553155800081e-02
2.198437925939913839e+03,6.885783092403913175e-02,5.621970100459300346e-02
2.198808109208280712e+03,6.879499617037053427e-02,5.616867184856370876e-02
2.199178292476647584e+03,6.873225095848496669e-02,5.611772789350245871e-02
2.199548475745014457e+03,6.866959511518874737e-02,5.606686896991971980e-02
2.199918659013381330e+03,6.860702846771730978e-02,5.601609490880243847e-02
2.200288842281748202e+03,6.854455084373377305e-02,5.596540554161261866e-02
2.200659025550115075e+03,6.848216207132779010e-02,5.591480070028576055e-02
2.201029208818481493e+03,6.841986197901427091e-02,5.586428021722945891e-02
2.201399392086848366e+03,6.835765039573170332e-02,5.581384392532159899e-02
2.201769575355215238e+03,6.829552715084166725e-02,5.576349165790925322e-02
2.202139758623582111e+03,6.823349207412685025e-02,5.571322324880698812e-02
2.202509941891948984e+03,6.817154499579014537e-02,5.566303853229535165e-02
2.202880125160315856e+03,6.810968574645333284e-02,5.561293734311953396e-02
2.203250308428682729e+03,6.804791415715576164e-02,5.556291951648775762e-02
2.203620491697049601e+03,6.798623005935312824e-02,5.551298488806988979e-02
2.203990674965416474e+03,6.792463328491633867e-02,5.546313329399595038e-02
2.204360858233783347e+03,6.786312366613005131e-02,5.541336457085471734e-02
2.204731041502150219e+03,6.780170103569164997e-02,5.536367855569217233e-02
2.205101224770517092e+03,6.774036522670998095e-02,5.531407508601021011e-02
2.205471408038883965e+03,6.767911607270392371e-02,5.526455399976502175e-02
2.205841591307250383e+03,6.761795340760150264e-02,5.521511513536588728e-02
2.206211774575617255e+03,6.755687706573830498e-02,5.516575833167339932e-02
2.206581957843984128e+03,6.749588688185660657e-02,5.511648342799845002e-02
2.206952141112351001e+03,6.743498269110394239e-02,5.506729026410063510e-02
2.207322324380717873e+03,6.737416432903195473e-02,5.501817868018676200e-02
2.207692507649084746e+03,6.731343163159528298e-02,5.496914851690958004e-02
2.208062690917451619e+03,6.725278443515020355e-02,5.492019961536630940e-02
2.208432874185818491e+03,6.719222257645356133e-02,5.487133181709730190e-02
2.208803057454185364e+03,6.713174589266157621e-02,5.482254496408461852e-02
2.209173240722552237e+03,6.707135422132858016e-02,5.477383889875064860e-02
2.209543423990919109e+03,6.701104740040590702e-02,5.472521346395677055e-02
2.209913607259285982e+03,6.695082526824071290e-02,5.467666850300192255e-02
2.210283790527652855e+03,6.689068766357475493e-02,5.462820385962130487e-02
2.210653973796019272e+03,6.683063442554335043e-02,5.457981937798504768e-02
2.211024157064386145e+03,6.677066539367390585e-02,5.453151490269663587e-02
2.211394340332753018e+03,6.671078040788520902e-02,5.448329027879186826e-02
2.211764523601119890e+03,6.665097930848587482e-02,5.443514535173732405e-02
2.212134706869486763e+03,6.659126193617348477e-02,5.438707996742908612e-02
2.212504890137853636e+03,6.653162813203322701e-02,5.433909397219140180e-02
2.212875073406220508e+03,6.647207773753689708e-02,5.429118721277535753e-02
2.213245256674587381e+03,6.641261059454164895e-02,5.424335953635753965e-02
2.213615439942954254e+03,6.635322654528894026e-02,5.419561079053871605e-02
2.213985623211321126e+03,6.629392543240336666e-02,5.414794082334255243e-02
2.214355806479687999e+03,6.623470709889152375e-02,5.410034948321433557e-02
2.214725989748054872e+03,6.617557138814099404e-02,5.405283661901955777e-02
2.215096173016421290e+03,6.611651814391904247e-02,5.400540208004279974e-02
2.215466356284788162e+03,6.605754721037154775e-02,5.395804571598614846e-02
2.215836539553155035e+03,6.599865843202203097e-02,5.391076737696826049e-02
2.216206722821521907e+03,6.593985165377046209e-02,5.386356691352288395e-02
2.216576906089888780e+03,6.588112672089212196e-02,5.381644417659759566e-02
2.216947089358255653e+03,6.582248347903653374e-02,5.376939901755251050e-02
2.217317272626622525e+03,6.576392177422632490e-02,5.372243128815921281e-02
2.217687455894989398e+03,6.570544145285622806e-02,5.367554084059913966e-02
2.218057639163356271e+03,6.564704236169187357e-02,5.362872752746263710e-02
2.218427822431723143e+03,6.558872434786892913e-02,5.358199120174757940e-02
2.218798005700090016e+03,6.553048725889161485e-02,5.353533171685816855e-02
2.219168188968456889e+03,6.547233094263205100e-02,5.348874892660358815e-02
2.219538372236823761e+03,6.541425524732896735e-02,5.344224268519692789e-02
2.219908555505190179e+03,6.535626002158669012e-02,5.339581284725388594e-02
2.220278738773557052e+03,6.529834511437385136e-02,5.334945926779133957e-02
2.220648922041923925e+03,6.524051037502287542e-02,5.330318180222656799e-02
2.221019105310290797e+03,6.518275565322828591e-02,5.325698030637554536e-02
2.221389288578657670e+03,6.512508079904610891e-02,5.321085463645215674e-02
2.221759471847024543e+03,6.506748566289262403e-02,5.316480464906667147e-02
2.222129655115391415e+03,6.500997009554328188e-02,5.311883020122468851e-02
2.222499838383758288e+03,6.495253394813173264e-02,5.307293115032591518e-02
2.222870021652125160e+03,6.489517707214891018e-02,5.302710735416299448e-02
2.223240204920492033e+03,6.483789931944169971e-02,5.298135867092027690e-02
2.223610388188858906e+03,6.478070054221214680e-02,5.293568495917264083e-02
2.223980571457225778e+03,6.472358059301629163e-02,5.289008607788427824e-02
2.224350754725592196e+03,6.466653932476339184e-02,5.284456188640773711e-02
2.224720937993959069e+03,6.460957659071438208e-02,5.279911224448229079e-02
2.225091121262325942e+03,6.455269224448137444e-02,5.275373701223334127e-02
2.225461304530692814e+03,6.449588614002653431e-02,5.270843605017080935e-02
2.225831487799059687e+03,6.443915813166076201e-02,5.266320921918819786e-02
2.226201671067426560e+03,6.438250807404312381e-02,5.261805638056139822e-02
2.226571854335793432e+03,6.432593582217945027e-02,5.257297739594751773e-02
2.226942037604160305e+03,6.426944123142162846e-02,5.252797212738375549e-02
2.227312220872527178e+03,6.421302415746640846e-02,5.248304043728620888e-02
2.227682404140894050e+03,6.415668445635461237e-02,5.243818218844886747e-02
2.228052587409260923e+03,6.410042198446980199e-02,5.239339724404232235e-02
2.228422770677627796e+03,6.404423659853770989e-02,5.234868546761275304e-02
2.228792953945994668e+03,6.398812815562496259e-02,5.230404672308081038e-02
2.229163137214361086e+03,6.393209651313827568e-02,5.225948087474042991e-02
2.229533320482727959e+03,6.387614152882316321e-02,5.221498778725769396e-02
2.229903503751094831e+03,6.382026306076339639e-02,5.217056732566981853e-02
2.230273687019461704e+03,6.376446096737975466e-02,5.212621935538405693e-02
2.230643870287828577e+03,6.370873510742916523e-02,5.208194374217651329e-02
2.231014053556195449e+03,6.365308534000364837e-02,5.203774035219109473e-02
2.231384236824562322e+03,6.359751152452938761e-02,5.199360905193837340e-02
2.231754420092929195e+03,6.354201352076588316e-02,5.194954970829461505e-02
2.232124603361296067e+03,6.348659118880485563e-02,5.190556218850053000e-02
2.232494786629662940e+03,6.343124438906928841e-02,5.186164636016031559e-02
2.232864969898029813e+03,6.337597298231260889e-02,5.181780209124058068e-02
2.233235153166396685e+03,6.332077682961766152e-02,5.177402925006920759e-02
2.233605336434763558e+03,6.326565579239575021e-02,5.173032770533433217e-02
2.233975519703129976e+03,6.321060973238573633e-02,5.168669732608330986e-02
2.234345702971496848e+03,6.315563851165299780e-02,5.164313798172145281e-02
2.234715886239863721e+03,6.310074199258873529e-02,5.159964954201130827e-02
2.235086069508230594e+03,6.304592003790879251e-02,5.155623187707140953e-02
2.235456252776597466e+03,6.299117251065289302e-02,5.151288485737520739e-02
2.235826436044964339e+03,6.293649927418364098e-02,5.146960835375011950e-02
2.236196619313331212e+03,6.288190019218556359e-02,5.142640223737645483e-02
2.236566802581698084e+03,6.282737512866436169e-02,5.138326637978634509e-02
2.236936985850064957e+03,6.277292394794577179e-02,5.134020065286278023e-02
2.237307169118431830e+03,6.271854651467476116e-02,5.129720492883854677e-02
2.237677352386798702e+03,6.266424269381480616e-02,5.125427908029516616e-02
2.238047535655165575e+03,6.261001235064654613e-02,5.121142298016196498e-02
2.238417718923531993e+03,6.255585535076735315e-02,5.116863650171504796e-02
2.238787902191898866e+03,6.250177156009005530e-02,5.112591951857608369e-02
2.239158085460265738e+03,6.244776084484231216e-02,5.108327190471168011e-02
2.239528268728632611e+03,6.239382307156566415e-02,5.104069353443204532e-02
2.239898451996999484e+03,6.233995810711446400e-02,5.099818428239014101e-02
2.240268635265366356e+03,6.228616581865523139e-02,5.095574402358065552e-02
2.240638818533733229e+03,6.223244607366561210e-02,5.091337263333902546e-02
2.241009001802100101e+03,6.217879873993360784e-02,5.087106998734043650e-02
2.241379185070466974e+03,6.212522368555653540e-02,5.082883596159883111e-02
2.241749368338833847e+03,6.207172077894034662e-02,5.078667043246594404e-02
2.242119551607200719e+03,6.201828988879866389e-02,5.074457327663035866e-02
2.242489734875567592e+03,6.196493088415185035e-02,5.070254437111641060e-02
2.242859918143934465e+03,6.191164363432628825e-02,5.066058359328340366e-02
2.243230101412300883e+03,6.185842800895340055e-02,5.061869082082450649e-02
2.243600284680667755e+03,6.180528387796876966e-02,5.057686593176575346e-02
2.243970467949034628e+03,6.175221111161140891e-02,5.053510880446530906e-02
2.244340651217401501e+03,6.169920958042281189e-02,5.049341931761226060e-02
2.244710834485768373e+03,6.164627915524617530e-02,5.045179735022584100e-02
2.245081017754135246e+03,6.159341970722544829e-02,5.041024278165436023e-02
2.245451201022502119e+03,6.154063110780450679e-02,5.036875549157439347e-02
2.245821384290868991e+03,6.148791322872643184e-02,5.032733535998973329e-02
2.246191567559235864e+03,6.143526594203257279e-02,5.028598226723041825e-02
2.246561750827602737e+03,6.138268912006161759e-02,5.024469609395203207e-02
2.246931934095969609e+03,6.133018263544897514e-02,5.020347672113444765e-02
2.247302117364336482e+03,6.127774636112576223e-02,5.016232403008120955e-02
2.247672300632703354e+03,6.122538017031812357e-02,5.012123790241836824e-02
2.248042483901069772e+03,6.117308393654623255e-02,5.008021822009373070e-02
2.248412667169436645e+03,6.112085753362354185e-02,5.003926486537579876e-02
2.248782850437803518e+03,6.106870083565605484e-02,4.999837772085304055e-02
2.249153033706170390e+03,6.101661371704139580e-02,4.995755666943280104e-02
2.249523216974537263e+03,6.096459605246809521e-02,4.991680159434053882e-02
2.249893400242904136e+03,6.091264771691463215e-02,4.987611237911886847e-02
2.250263583511271008e+03,6.086076858564874736e-02,4.983548890762658223e-02
2.250633766779637881e+03,6.080895853422654818e-02,4.979493106403790059e-02
2.251003950048004754e+03,6.075721743849187007e-02,4.975443873284154939e-02
2.251374133316371626e+03,6.070554517457519422e-02,4.971401179883973287e-02
2.251744316584738499e+03,6.065394161889312019e-02,4.967365014714743288e-02
2.252114499853105372e+03,6.060240664814747769e-02,4.963335366319144432e-02
2.252484683121471789e+03,6.055094013932445923e-02,4.959312223270953557e-02
2.252854866389838662e+03,6.049954196969380832e-02,4.955295574174939377e-02
2.253225049658205535e+03,6.044821201680829897e-02,4.951285407666811134e-02
2.253595232926572407e+03,6.039695015850259779e-02,4.947281712413097166e-02
2.253965416194939280e+03,6.034575627289272270e-02,4.943284477111080377e-02
2.254335599463306153e+03,6.029463023837517560e-02,4.939293690488702482e-02
2.254705782731673025e+03,6.024357193362614438e-02,4.935309341304476571e-02
2.255075966000039898e+03,6.019258123760077434e-02,4.931331418347412177e-02
2.255446149268406771e+03,6.014165802953230777e-02,4.927359910436918816e-02
2.255816332536773643e+03,6.009080218893154274e-02,4.923394806422726894e-02
2.256186515805140516e+03,6.004001359558571588e-02,4.919436095184805124e-02
2.256556699073507389e+03,5.998929212955798895e-02,4.915483765633270330e-02
2.256926882341874261e+03,5.993863767118668556e-02,4.911537806708307641e-02
2.257297065610240679e+03,5.988805010108446542e-02,4.907598207380093475e-02
2.257667248878607552e+03,5.983752930013739452e-02,4.903664956648688678e-02
2.258037432146974425e+03,5.978707514950452884e-02,4.899738043543989952e-02
2.258407615415341297e+03,5.973668753061697756e-02,4.895817457125622302e-02
2.258777798683708170e+03,5.968636632517710511e-02,4.891903186482864097e-02
2.259147981952075042e+03,5.963611141515792052e-02,4.887995220734566576e-02
2.259518165220441915e+03,5.958592268280221704e-02,4.884093549029073361e-02
2.259888348488808788e+03,5.953580001062189903e-02,4.880198160544134411e-02
2.260258531757175660e+03,5.948574328139715622e-02,4.876309044486829697e-02
2.260628715025542533e+03,5.943575237817586704e-02,4.872426190093482462e-02
2.260998898293909406e+03,5.938582718427271728e-02,4.868549586629589837e-02
2.261369081562276278e+03,5.933596758326853404e-02,4.864679223389729856e-02
2.261739264830642696e+03,5.928617345900964730e-02,4.860815089697495539e-02
2.262109448099009569e+03,5.923644469560685605e-02,4.856957174905395663e-02
2.262479631367376442e+03,5.918678117743510214e-02,4.853105468394795091e-02
2.262849814635743314e+03,5.913718278913245724e-02,4.849259959575834972e-02
2.263219997904110187e+03,5.908764941559955380e-02,4.845420637887334209e-02
2.263590181172477060e+03,5.903818094199880795e-02,4.841587492796740888e-02
2.263960364440843932e+03,5.898877725375363534e-02,4.837760513800026113e-02
2.264330547709210805e+03,5.893943823654790998e-02,4.833939690421620167e-02
2.264700730977577678e+03,5.889016377632504129e-02,4.830125012214343122e-02
2.265070914245944550e+03,5.884095375928746763e-02,4.826316468759307005e-02
2.265441097514311423e+03,5.879180807189580277e-02,4.822514049665855423e-02
2.265811280782678296e+03,5.874272660086820447e-02,4.818717744571485856e-02
2.266181464051045168e+03,5.869370923317959732e-02,4.814927543141765687e-02
2.266551647319411586e+03,5.864475585606118008e-02,4.811143435070261432e-02
2.266921830587778459e+03,5.859586635699928769e-02,4.807365410078459633e-02
2.267292013856145331e+03,5.854704062373523171e-02,4.803593457915698167e-02
2.267662197124512204e+03,5.849827854426425944e-02,4.799827568359085750e-02
2.268032380392879077e+03,5.844958000683500576e-02,4.796067731213428387e-02
2.268402563661245949e+03,5.840094489994865357e-02,4.792313936311156514e-02
2.268772746929612822e+03,5.835237311235848962e-02,4.788566173512250751e-02
2.269142930197979695e+03,5.830386453306889843e-02,4.784824432704164882e-02
2.269513113466346567e+03,5.825541905133507781e-02,4.781088703801751605e-02
2.269883296734713440e+03,5.820703655666192855e-02,4.777358976747198699e-02
2.270253480003080313e+03,5.815871693880374921e-02,4.773635241509942978e-02
2.270623663271447185e+03,5.811046008776333399e-02,4.769917488086609231e-02
2.270993846539814058e+03,5.806226589379132746e-02,4.766205706500926953e-02
2.271364029808180476e+03,5.801413424738575270e-02,4.762499886803672755e-02
2.271734213076547348e+03,5.796606503929087328e-02,4.758800019072572524e-02
2.272104396344914221e+03,5.791805816049709621e-02,4.755106093412260482e-02
2.272474579613281094e+03,5.787011350223997957e-02,4.751418099954188290e-02
2.272844762881647966e+03,5.782223095599960810e-02,4.747736028856566065e-02
2.273214946150014839e+03,5.777441041349997558e-02,4.744059870304274257e-02
2.273585129418381712e+03,5.772665176670827708e-02,4.740389614508813687e-02
2.273955312686748584e+03,5.767895490783432610e-02,4.736725251708217427e-02
2.274325495955115457e+03,5.763131972932984681e-02,4.733066772166992509e-02
2.274695679223482330e+03,5.758374612388776626e-02,4.729414166176049150e-02
2.275065862491849202e+03,5.753623398444172171e-02,4.725767424052621651e-02
2.275436045760216075e+03,5.748878320416531129e-02,4.722126536140212189e-02
2.275806229028582493e+03,5.744139367647146943e-02,4.718491492808513793e-02
2.276176412296949366e+03,5.739406529501164117e-02,4.714862284453336105e-02
2.276546595565316238e+03,5.734679795367551847e-02,4.711238901496555415e-02
2.276916778833683111e+03,5.729959154659011039e-02,4.707621334386026535e-02
2.277286962102049984e+03,5.725244596811920883e-02,4.704009573595531457e-02
2.277657145370416856e+03,5.720536111286270847e-02,4.700403609624698859e-02
2.278027328638783729e+03,5.715833687565598925e-02,4.696803432998941652e-02
2.278397511907150601e+03,5.711137315156933347e-02,4.693209034269393148e-02
2.278767695175517474e+03,5.706446983590721805e-02,4.689620404012832811e-02
2.279137878443884347e+03,5.701762682420771083e-02,4.686037532831625885e-02
2.279508061712251219e+03,5.697084401224192934e-02,4.682460411353654012e-02
2.279878244980618092e+03,5.692412129601327059e-02,4.678889030232254165e-02
2.280248428248984965e+03,5.687745857175686287e-02,4.675323380146139546e-02
2.280618611517351383e+03,5.683085573593907314e-02,4.671763451799353789e-02
2.280988794785718255e+03,5.678431268525651471e-02,4.668209235921185613e-02
2.281358978054085128e+03,5.673782931663593626e-02,4.664660723266116082e-02
2.281729161322452001e+03,5.669140552723320875e-02,4.661117904613748530e-02
2.282099344590818873e+03,5.664504121443289519e-02,4.657580770768753042e-02
2.282469527859185746e+03,5.659873627584761230e-02,4.654049312560785273e-02
2.282839711127552619e+03,5.655249060931741983e-02,4.650523520844438569e-02
2.283209894395919491e+03,5.650630411290917532e-02,4.647003386499171107e-02
2.283580077664286364e+03,5.646017668491597197e-02,4.643488900429244837e-02
2.283950260932653237e+03,5.641410822385654888e-02,4.639980053563660251e-02
2.284320444201020109e+03,5.636809862847468044e-02,4.636476836856096712e-02
2.284690627469386982e+03,5.632214779773852403e-02,4.632979241284845839e-02
2.285060810737753400e+03,5.627625563084014126e-02,4.629487257852760163e-02
2.285430994006120272e+03,5.623042202719467919e-02,4.626000877587157362e-02
2.285801177274487145e+03,5.618464688644007887e-02,4.622520091539802228e-02
2.286171360542854018e+03,5.613893010843627740e-02,4.619044890786822705e-02
2.286541543811220890e+03,5.609327159326470136e-02,4.615575266428641188e-02
2.286911727079587763e+03,5.604767124122759375e-02,4.612111209589928040e-02
2.287281910347954636e+03,5.600212895284758380e-02,4.608652711419532200e-02
2.287652093616321508e+03,5.595664462886690282e-02,4.605199763090418036e-02
2.288022276884688381e+03,5.591121817024699570e-02,4.601752355799613309e-02
2.288392460153055254e+03,5.586584947816780611e-02,4.598310480768145331e-02
2.288762643421422126e+03,5.582053845402729780e-02,4.594874129240967414e-02
2.289132826689788999e+03,5.577528499944073292e-02,4.591443292486924871e-02
2.289503009958155872e+03,5.573008901624031813e-02,4.588017961798668276e-02
2.289873193226522289e+03,5.568495040647449684e-02,4.584598128492620162e-02
2.290243376494889162e+03,5.563986907240719981e-02,4.581183783908881341e-02
2.290613559763256035e+03,5.559484491651767862e-02,4.577774919411209398e-02
2.290983743031622907e+03,5.554987784149966606e-02,4.574371526386932646e-02
2.291353926299989780e+03,5.550496775026086960e-02,4.570973596246909187e-02
2.291724109568356653e+03,5.546011454592240236e-02,4.567581120425452668e-02
2.292094292836723525e+03,5.541531813181824889e-02,4.564194090380283703e-02
2.292464476105090398e+03,5.537057841149464060e-02,4.560812497592473674e-02
2.292834659373457271e+03,5.532589528870958395e-02,4.557436333566376729e-02
2.293204842641824143e+03,5.528126866743229839e-02,4.554065589829583288e-02
2.293575025910191016e+03,5.523669845184257104e-02,4.550700257932854820e-02
2.293945209178557889e+03,5.519218454633026405e-02,4.547340329450069718e-02
2.294315392446924761e+03,5.514772685549480108e-02,4.543985795978168485e-02
2.294685575715291179e+03,5.510332528414457059e-02,4.540636649137096831e-02
2.295055758983658052e+03,5.505897973729630829e-02,4.537292880569733511e-02
2.295425942252024925e+03,5.501469012017472238e-02,4.533954481941866732e-02
2.295796125520391797e+03,5.497045633821184829e-02,4.530621444942106030e-02
