# Frequency (cm-1), IR Intensity (km/mol), Raman Intensity (A2/amu)
2.053712090528652539e+02,1.469319485955175031e+00,6.033062558891980620e-01
2.057413923212320981e+02,1.405009864949080534e+00,6.296536532149612508e-01
2.061115755895989423e+02,1.336063900030172613e+00,6.577196811271915911e-01
2.064817588579657581e+02,1.264892311840481565e+00,6.878099697358562858e-01
2.068519421263326024e+02,1.193511663344386742e+00,7.202701305825918165e-01
2.072221253946994466e+02,1.123500934407090757e+00,7.554582513340133421e-01
2.075923086630662908e+02,1.056015689538300606e+00,7.937107724647078921e-01
2.079624919314331066e+02,9.918373694245977701e-01,8.353038495702526101e-01
2.083326751997999509e+02,9.314385785691656761e-01,8.804111969003511895e-01
2.087028584681667951e+02,8.750508120675498658e-01,9.290582937488033322e-01
2.090730417365336393e+02,8.227265269959858074e-01,9.810725438201045590e-01
2.094432250049004551e+02,7.743917258943447957e-01,1.036030053764768200e+00
2.098134082732672994e+02,7.298880566824278437e-01,1.093202329670854844e+00
2.101835915416341436e+02,6.890050580580784345e-01,1.151510185115195872e+00
2.105537748100009878e+02,6.515039398259228065e-01,1.209496804925964675e+00
2.109239580783678036e+02,6.171345082798035397e-01,1.265335785411648928e+00
2.112941413467346479e+02,5.856467722133784637e-01,1.316890864638454284e+00
2.116643246151014921e+02,5.567985564278793431e-01,1.361839449111432510e+00
2.120345078834683079e+02,5.303602017221169529e-01,1.397860368947990706e+00
2.124046911518351521e+02,5.061171929968806271e-01,1.422868662217548374e+00
2.127748744202019964e+02,4.838713520476020657e-01,1.435261462298144330e+00
2.131450576885688406e+02,4.634410649279218641e-01,1.434126858995106613e+00
2.135152409569356564e+02,4.446608836308201251e-01,1.419368874221407451e+00
2.138854242253025006e+02,4.273807431315866379e-01,1.391718532230860728e+00
2.142556074936693449e+02,4.114649616022587608e-01,1.352628587770582369e+00
2.146257907620361891e+02,3.967911382213041294e-01,1.304077867222021458e+00
2.149959740304030049e+02,3.832490246718066595e-01,1.248330129493115059e+00
2.153661572987698491e+02,3.707394192827316304e-01,1.187696205588502973e+00
2.157363405671366934e+02,3.591731138204868889e-01,1.124338013745443288e+00
2.161065238355035092e+02,3.484699099097077757e-01,1.060135135318106103e+00
2.164767071038703534e+02,3.385577132641988674e-01,9.966165523801344683e-01
2.168468903722371977e+02,3.293717081030206884e-01,9.349472392761476458e-01
2.172170736406040419e+02,3.208536104151413770e-01,8.759532935563874023e-01
2.175872569089708577e+02,3.129509964739789485e-01,8.201690350680852504e-01
2.179574401773377019e+02,3.056167017309314726e-01,7.678926161650362348e-01
2.183276234457045462e+02,2.988082846099441858e-01,7.192409395927218396e-01
2.186978067140713904e+02,2.924875495555679383e-01,6.741986233169804388e-01
2.190679899824382062e+02,2.866201237966923832e-01,6.326587392911751095e-01
2.194381732508050504e+02,2.811750825683998478e-01,5.944549946169868093e-01
2.198083565191718947e+02,2.761246179114565935e-01,5.593861006923825929e-01
2.201785397875387389e+02,2.714437465933656757e-01,5.272335475888194622e-01
2.205487230559055547e+02,2.671100531347679330e-01,4.977741009207757306e-01
2.209189063242723989e+02,2.631034643597217615e-01,4.707882403894236845e-01
2.212890895926392432e+02,2.594060523061373913e-01,4.460655759940848619e-01
2.216592728610060590e+02,2.560018627265794322e-01,4.234080753275840658e-01
2.220294561293729032e+02,2.528767667770444594e-01,4.026317470157005918e-01
2.223996393977397474e+02,2.500183338315604131e-01,3.835672651889532325e-01
2.227698226661065917e+02,2.474157236745913035e-01,3.660598909518832378e-01
2.231400059344734075e+02,2.450595966131552395e-01,3.499689468510484569e-01
2.235101892028402517e+02,2.429420403185701405e-01,3.351670249169820259e-01
2.238803724712070959e+02,2.410565124561910300e-01,3.215390531314973876e-01
2.242505557395739402e+02,2.393977983926047493e-01,3.089813047099160270e-01
2.246207390079407560e+02,2.379619834851736671e-01,2.974004056508953719e-01
2.249909222763076002e+02,2.367464396595528320e-01,2.867123756070880658e-01
2.253611055446744444e+02,2.357498261666773065e-01,2.768417229599764440e-01
2.257312888130412887e+02,2.349721045800391706e-01,2.677206053006548347e-01
2.261014720814081045e+02,2.344145682429173705e-01,2.592880600348226316e-01
2.264716553497749487e+02,2.340798864966155413e-01,2.514893056008399852e-01
2.268418386181417929e+02,2.339721641033273569e-01,2.442751111321779522e-01
2.272120218865086088e+02,2.340970163035845930e-01,2.376012308205641965e-01
2.275822051548754530e+02,2.344616598923563999e-01,2.314278983962388125e-01
2.279523884232422972e+02,2.350750205218457289e-01,2.257193767918105887e-01
2.283225716916091415e+02,2.359478560883344067e-01,2.204435580250397042e-01
2.286927549599759573e+02,2.370928954575319825e-01,2.155716085049072250e-01
2.290629382283428015e+02,2.385249908185889389e-01,2.110776552533139838e-01
2.294331214967096457e+02,2.402612804790413836e-01,2.069385088869330758e-01
2.298033047650764900e+02,2.423213567113457756e-01,2.031334195837919687e-01
2.301734880334433058e+02,2.447274300497271071e-01,1.996438626437053721e-01
2.305436713018101500e+02,2.475044768286173702e-01,1.964533506262166607e-01
2.309138545701769942e+02,2.506803502428401886e-01,1.935472694058516241e-01
2.312840378385438385e+02,2.542858261421934718e-01,1.909127358179665557e-01
2.316542211069106543e+02,2.583545423415228859e-01,1.885384748777931552e-01
2.320244043752774985e+02,2.629227734898664237e-01,1.864147148406938015e-01
2.323945876436443427e+02,2.680289615079106680e-01,1.845330986345609103e-01
2.327647709120111585e+02,2.737128934418066040e-01,1.828866104378120971e-01
2.331349541803780028e+02,2.800143840541369777e-01,1.814695164010047546e-01
2.335051374487448470e+02,2.869712807249296116e-01,1.802773187193555671e-01
2.338753207171116912e+02,2.946165671457278701e-01,1.793067224600406739e-01
2.342455039854785070e+02,3.029743085753360821e-01,1.785556147346830103e-01
2.346156872538453513e+02,3.120541716004869293e-01,1.780230559862885364e-01
2.349858705222121955e+02,3.218442932260264233e-01,1.777092833332644950e-01
2.353560537905790397e+02,3.323024096423302098e-01,1.776157260828944151e-01
2.357262370589458556e+02,3.433454393106207814e-01,1.777450336940887832e-01
2.360964203273126998e+02,3.548382060178070230e-01,1.781011166351593178e-01
2.364666035956795440e+02,3.665827180132518737e-01,1.786892007465230303e-01
2.368367868640463882e+02,3.783103439019740444e-01,1.795158958791865100e-01
2.372069701324132041e+02,3.896801475812155524e-01,1.805892797342079081e-01
2.375771534007800483e+02,4.002871527837434384e-01,1.819189979701042459e-01
2.379473366691468925e+02,4.096838049950478622e-01,1.835163817645720230e-01
2.383175199375137083e+02,4.174158125354290316e-01,1.853945840987575033e-01
2.386877032058805526e+02,4.230697664976547090e-01,1.875687360539071702e-01
2.390578864742473968e+02,4.263252860381315235e-01,1.900561243379950693e-01
2.394280697426142410e+02,4.270007668447119431e-01,1.928763910453502872e-01
2.397982530109810568e+02,4.250812999404939285e-01,1.960517562258138891e-01
2.401684362793479011e+02,4.207210880931218089e-01,1.996072631029900124e-01
2.405386195477147453e+02,4.142196735471756486e-01,2.035710445953290704e-01
2.409088028160815895e+02,4.059785773636777617e-01,2.079746079668149394e-01
2.412789860844484053e+02,3.964494281539265863e-01,2.128531317015876223e-01
2.416491693528152496e+02,3.860848783615122848e-01,2.182457647005159596e-01
2.420193526211820938e+02,3.753003508061008020e-01,2.241959121594901960e-01
2.423895358895489096e+02,3.644500207809244774e-01,2.307514843857514097e-01
2.427597191579157538e+02,3.538164095677542864e-01,2.379650735519232563e-01
2.431299024262825981e+02,3.436105645156372068e-01,2.458940080268709472e-01
2.435000856946494423e+02,3.339790519418727732e-01,2.546002133940838408e-01
2.438702689630162581e+02,3.250143647054843932e-01,2.641497825398366195e-01
2.442404522313831023e+02,3.167662309451401703e-01,2.746121235838545060e-01
2.446106354997499466e+02,3.092522544719569777e-01,2.860585142175794959e-01
2.449808187681167908e+02,3.024670889162988097e-01,2.985598465300786652e-01
2.453510020364836066e+02,2.963898803158789286e-01,3.121833037208486261e-01
2.457211853048504508e+02,2.909900298726988965e-01,3.269876815737306486e-01
2.460913685732172951e+02,2.862314862583068553e-01,3.430170749809641206e-01
2.464615518415841393e+02,2.820758318878651139e-01,3.602927273990435553e-01
2.468317351099509551e+02,2.784844245412532171e-01,3.788030363410711532e-01
2.472019183783177994e+02,2.754198247600548322e-01,3.984920758855942657e-01
2.475721016466846436e+02,2.728466988556952355e-01,4.192475819879153409e-01
2.479422849150514594e+02,2.707323469903570867e-01,4.408901444613808063e-01
2.483124681834183036e+02,2.690469701991268225e-01,4.631662535930036184e-01
2.486826514517851479e+02,2.677637609226955484e-01,4.857485929842756400e-01
2.490528347201519921e+02,2.668588785504589223e-01,5.082471187763264453e-01
2.494230179885188079e+02,2.663113538692170046e-01,5.302335196615070023e-01
2.497932012568856521e+02,2.661029531902389111e-01,5.512792988246394410e-01
2.501633845252524964e+02,2.662180233273730434e-01,5.710041553975542250e-01
2.505335677936193406e+02,2.666433316863489611e-01,5.891274622531607053e-01
2.509037510619861564e+02,2.673679108195786136e-01,6.055128420435482717e-01
2.512739343303530006e+02,2.683829133680759593e-01,6.201954658393435960e-01
2.516441175987198449e+02,2.696814809458043527e-01,6.333843104189770257e-01
2.520143008670866891e+02,2.712586289170704212e-01,6.454366363176222698e-01
2.523844841354535049e+02,2.731111479492224769e-01,6.568078118471732951e-01
2.527546674038203491e+02,2.752375225250006663e-01,6.679843635038190675e-01
2.531248506721871934e+02,2.776378661493810740e-01,6.794103423686196352e-01
2.534950339405540092e+02,2.803138726934777392e-01,6.914165188740262202e-01
2.538652172089208534e+02,2.832687831130598077e-01,7.041595845526107400e-01
2.542354004772876976e+02,2.865073666046852319e-01,7.175761135677750646e-01
2.546055837456545419e+02,2.900359150687256138e-01,7.313548719049283164e-01
2.549757670140213577e+02,2.938622494878048164e-01,7.449314905697665967e-01
2.553459502823882019e+02,2.979957364516793161e-01,7.575106578954243775e-01
2.557161335507550461e+02,3.024473125107333127e-01,7.681210336940079708e-01
2.560863168191219188e+02,3.072295132601529088e-01,7.757050498193558408e-01
2.564565000874887346e+02,3.123565029831445461e-01,7.792385748834698145e-01
2.568266833558555504e+02,3.178440992596888726e-01,7.778652024944392451e-01
2.571968666242224231e+02,3.237097851516547720e-01,7.710205066207823643e-01
2.575670498925892389e+02,3.299726994505458033e-01,7.585183139947214714e-01
2.579372331609560547e+02,3.366535932072026172e-01,7.405775818628083096e-01
2.583074164293229273e+02,3.437747387961731516e-01,7.177838207229244594e-01
2.586775996976897432e+02,3.513597769661623849e-01,6.909970662279039111e-01
2.590477829660565590e+02,3.594334891869023774e-01,6.612313872642803236e-01
2.594179662344234316e+02,3.680214894391209413e-01,6.295340468871589712e-01
2.597881495027902474e+02,3.771498445720649628e-01,5.968863111245539255e-01
2.601583327711571201e+02,3.868446590379435723e-01,5.641370741559397217e-01
2.605285160395239359e+02,3.971317007897299245e-01,5.319700553370017015e-01
2.608986993078907517e+02,4.080361991982162095e-01,5.008984493483019662e-01
2.612688825762576244e+02,4.195830037892122610e-01,4.712781668476192509e-01
2.616390658446244402e+02,4.317973329766328083e-01,4.433311438387391723e-01
2.620092491129912560e+02,4.447063308189639907e-01,4.171721196731147940e-01
2.623794323813581286e+02,4.583415503074206310e-01,3.928345767091783181e-01
2.627496156497249444e+02,4.727422773117603838e-01,3.702935143886435521e-01
2.631197989180918171e+02,4.879593340423813985e-01,3.494841521144378960e-01
2.634899821864586329e+02,5.040587533228304551e-01,3.303165347037985700e-01
2.638601654548254487e+02,5.211246282632640003e-01,3.126864751990047209e-01
2.642303487231923214e+02,5.392606068534288033e-01,2.964834524270430482e-01
2.646005319915591372e+02,5.585898886664113494e-01,2.815961002892850562e-01
2.649707152599259530e+02,5.792540354045027096e-01,2.679158631259128676e-01
2.653408985282928256e+02,6.014112317069620905e-01,2.553392969093743470e-01
2.657110817966596414e+02,6.252347083005520556e-01,2.437693974741497460e-01
2.660812650650264573e+02,6.509118823742889859e-01,2.331162480534036963e-01
2.664514483333933299e+02,6.786444944105473054e-01,2.232972041415021425e-01
2.668216316017601457e+02,7.086497541675381706e-01,2.142367746842083753e-01
2.671918148701270184e+02,7.411623277350872785e-01,2.058663132584511446e-01
2.675619981384938342e+02,7.764369151974058747e-01,1.981235989359141914e-01
2.679321814068606500e+02,8.147511556863522575e-01,1.909523615738580038e-01
2.683023646752275226e+02,8.564086127747986277e-01,1.843017882484599135e-01
2.686725479435943384e+02,9.017416040841494951e-01,1.781260347101964736e-01
2.690427312119611543e+02,9.511136224924854332e-01,1.723837567314611963e-01
2.694129144803280269e+02,1.004921039877759936e+00,1.670376699873018511e-01
2.697830977486948427e+02,1.063593680431562216e+00,1.620541428763800362e-01
2.701532810170616585e+02,1.127593693326920166e+00,1.574028238724801687e-01
2.705234642854285312e+02,1.197411938356611527e+00,1.530563031756157211e-01
2.708936475537953470e+02,1.273560819253085397e+00,1.489898073020149705e-01
2.712638308221622196e+02,1.356562160133769845e+00,1.451809245968838646e-01
2.716340140905290355e+02,1.446928337920408092e+00,1.416093593188393895e-01
2.720041973588958513e+02,1.545134503144419247e+00,1.382567118219403535e-01
2.723743806272627239e+02,1.651579437433327247e+00,1.351062823748749031e-01
2.727445638956295397e+02,1.766532576894565665e+00,1.321428962548724662e-01
2.731147471639963555e+02,1.890065245316682407e+00,1.293527479007095804e-01
2.734849304323632282e+02,2.021965566669944980e+00,1.267232620808444732e-01
2.738551137007300440e+02,2.161639305269948963e+00,1.242429702133755892e-01
2.742252969690968598e+02,2.308003374446088607e+00,1.219014001540961178e-01
2.745954802374637325e+02,2.459384930313320616e+00,1.196889779411394045e-01
2.749656635058305483e+02,2.613445933899178453e+00,1.175969401459663610e-01
2.753358467741974209e+02,2.767158595139066257e+00,1.156172556289656178e-01
2.757060300425642367e+02,2.916857609914721650e+00,1.137425556330490251e-01
2.760762133109310525e+02,3.058386667722367225e+00,1.119660712704430988e-01
2.764463965792979252e+02,3.187337693356246504e+00,1.102815775669882398e-01
2.768165798476647410e+02,3.299355478624121041e+00,1.086833433254649622e-01
2.771867631160315568e+02,3.390458132043064232e+00,1.071660861557542088e-01
2.775569463843984295e+02,3.457318064009467840e+00,1.057249320960115396e-01
2.779271296527652453e+02,3.497465510493526608e+00,1.043553793164680998e-01
2.782973129211321179e+02,3.509409063928679906e+00,1.030532654569359385e-01
2.786674961894989337e+02,3.492695257738017478e+00,1.018147382014784608e-01
2.790376794578657496e+02,3.447933408450895687e+00,1.006362287397874894e-01
2.794078627262326222e+02,3.376791120025603554e+00,9.951442780537682331e-02
2.797780459945994380e+02,3.281938360675700661e+00,9.844626401636860646e-02
2.801482292629662538e+02,3.166907914571553739e+00,9.742888427602976187e-02
2.805184125313331265e+02,3.035857949407424261e+00,9.645963601783368035e-02
2.808885957996999423e+02,2.893257847900686297e+00,9.553605110412750900e-02
2.812587790680667581e+02,2.743549027787904215e+00,9.465583120888816648e-02
2.816289623364336308e+02,2.590841296884272893e+00,9.381683453391917449e-02
2.819991456048004466e+02,2.438690788229941120e+00,9.301706372447403337e-02
2.823693288731673192e+02,2.289978619045267116e+00,9.225465486496758905e-02
2.827395121415341350e+02,2.146883698032798105e+00,9.152786744840950284e-02
2.831096954099009508e+02,2.010926988486883893e+00,9.083507522464778772e-02
2.834798786782678235e+02,1.883059460767917859e+00,9.017475784265757688e-02
2.838500619466346393e+02,1.763768881443962044e+00,8.954549321108595805e-02
2.842202452150014551e+02,1.653187265511958381e+00,8.894595050922665669e-02
2.845904284833683278e+02,1.551187967407352097e+00,8.837488378766407415e-02
2.849606117517351436e+02,1.457467233435702170e+00,8.783112610409699039e-02
